Work Order #,Order Quantity,Pieces Scrapped,Total Scrap Weight (lbs),Scrap%,Sellable,Heats,Week Ending,Piece Weight (lbs),Dross Rate,Bent Rate,Outside Process Scrap Rate,Failed Zyglo Rate,Gouged Rate,Shift Rate,Missrun Rate,Core Rate,Cut Into Rate,Dirty Pattern Rate,Crush Rate,Zyglo Rate,Shrink Rate,Short Pour Rate,Runout Rate,Shrink Porosity Rate,Gas Porosity Rate,Over Grind Rate,Sand Rate,Tear Up Rate,Part ID
W03324,40,2,11,5,38600,193,1/22/2024,5,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,61
W03102,100,5,83,5,38600,193,1/22/2024,17,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,88
W03055,100,1,32,1,38600,193,1/22/2024,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,67
W03352,350,1,4,0.29,49800,249,2/5/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
W02795,120,1,7,0.83,49800,249,2/5/2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,39
W02932,300,1,9,0.33,49800,249,2/5/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
W03289,56,7,6,12.5,49800,249,2/5/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,164
W03422,30,2,31,6.67,49800,249,2/5/2024,15,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
W03316,1000,33,56,3.3,49800,249,2/5/2024,2,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,134
W03110,200,5,88,2.5,49800,249,2/5/2024,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.01,77
W02974,800,56,46,7,49800,249,2/5/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,37
W02762,50,2,136,4,49800,249,2/5/2024,68,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,174
W03170,22,6,79,27.27,49800,249,2/5/2024,13,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.1818,0,155
W03172,100,11,418,11,49800,249,2/5/2024,38,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
W02939,70,2,30,2.86,49800,249,2/5/2024,15,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143,40
W03323,80,2,21,2.5,49800,249,2/5/2024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,169
W02835,10,3,60,30,49800,249,2/5/2024,20,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,175
W02836,25,1,17,4,49800,249,2/5/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,87
W02983,60,6,44,10,49800,249,2/5/2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0.0167,176
W03028,30,6,57,20,49800,249,2/5/2024,10,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.1333,0,47
W03102,100,1,17,1,49800,249,2/5/2024,17,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
W03056,100,4,126,4,49800,249,2/5/2024,32,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,67
W03211,100,4,43,4,40800,204,2/6/2024,11,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,2
W02805,300,15,17,5,40800,204,2/6/2024,1,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,177
W02796,180,17,126,9.44,40800,204,2/6/2024,7,0.0556,0,0,0,0.01,0,0.0056,0,0,0,0,0,0,0,0,0,0,0,0.0056,0.0278,39
W02932,300,5,44,1.67,40800,204,2/6/2024,9,0.0067,0,0,0,0,0,0.0033,0,0,0,0,0,0,0,0,0,0,0,0.0067,0,74
W03234,215,15,47,6.98,40800,204,2/6/2024,3,0.0093,0,0,0,0.04,0,0,0,0,0,0.0093,0,0,0,0,0,0,0,0.014,0.0047,178
W03060,400,2,14,0.5,40800,204,2/6/2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,179
W03159,24,1,4,4.17,40800,204,2/6/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417,0,180
W03598,96,6,10,6.25,40800,204,2/6/2024,2,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521,0,181
W03316,1000,10,17,1,40800,204,2/6/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,134
W03110,200,5,88,2.5,40800,204,2/6/2024,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,77
W03232,500,2,1,0.4,40800,204,2/6/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,103
W03147,100,19,133,19,40800,204,2/6/2024,7,0.15,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,182
W03321,80,5,64,6.25,40800,204,2/6/2024,13,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,183
W03320,80,4,45,5,40800,204,2/6/2024,11,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0,184
W03498,40,9,476,22.5,40800,204,2/6/2024,53,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
W03324,40,14,74,35,40800,204,2/6/2024,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,61
W03325,40,13,69,32.5,40800,204,2/6/2024,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,171
W03340,40,2,73,5,40800,204,2/6/2024,37,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,113
W03258,10,1,34,10,40800,204,2/6/2024,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,186
W03247,402,18,394,4.48,40800,204,2/6/2024,22,0.0448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
W02734,50,4,66,8,40800,204,2/6/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,120
W03102,100,1,17,1,40800,204,2/6/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,88
W03056,100,1,32,1,40800,204,2/6/2024,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,67
W03212,100,6,65,6,57400,287,2/12/2024,11,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,2
W02789,120,2,18,1.67,57400,287,2/12/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,0.0083,76
W02796,180,7,52,3.89,57400,287,2/12/2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389,0,0,0,39
W02800,300,5,45,1.67,57400,287,2/12/2024,9,0,0,0,0,0,0.01,0.0067,0,0,0,0,0,0,0,0,0,0,0,0,0,3
W03369,300,13,113,4.33,57400,287,2/12/2024,9,0.0167,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.0167,0,0.01,0,74
W03617,600,6,25,1,57400,287,2/12/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,115
W03438,30,4,8,13.33,57400,287,2/12/2024,2,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.1333,0,0,0,0,0,0,144
W03598,96,18,29,18.75,57400,287,2/12/2024,2,0.0521,0.08,0,0,0,0.05,0,0,0,0,0,0,0,0,0.0104,0,0,0,0.0104,0.0417,64
W03316,1000,25,43,2.5,57400,287,2/12/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.004,134
W02259-01,150,3,27,2,57400,287,2/12/2024,9,0.0067,0.01,0,0,0,0,0,0.0067,0,0,0,0,0,0,0,0,0,0,0,0,70
W03481,17,1,14,5.88,57400,287,2/12/2024,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588,160
W02762,50,2,136,4,57400,287,2/12/2024,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,174
W03262,100,3,45,3,57400,287,2/12/2024,15,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,40
W02734,50,3,50,6,57400,287,2/12/2024,17,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.04,0,0,0,0,0,120
W03233,25,26,307,104,57400,287,2/12/2024,12,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0.08,16
W03216-01,160,1,19,0.63,57400,287,2/12/2024,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063,0,0,0,0,0,101
W03212,100,2,22,2,47600,238,2/19/2024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,2
W02789,120,3,27,2.5,47600,238,2/19/2024,9,0.0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167,0,76
W02800,300,2,18,0.67,47600,238,2/19/2024,9,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0,3
W03369,300,4,35,1.33,47600,238,2/19/2024,9,0,0,0,0,0,0,0.0033,0,0.0033,0,0,0,0,0,0,0,0,0,0.0033,0.0033,74
W03452,150,3,9,2,47600,238,2/19/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0.0067,130
W03214,252,4,12,1.59,47600,238,2/19/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159,0,187
W03314,1000,2,3,0.2,47600,238,2/19/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,69
W02828,40,3,246,7.5,47600,238,2/19/2024,82,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,188
W03027,100,5,84,5,47600,238,2/19/2024,17,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0.01,0,189
W02977,1000,2,4,0.2,47600,238,2/19/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,190
W03168,100,1,15,1,47600,238,2/19/2024,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
W03251,40,2,35,5,47600,238,2/19/2024,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,117
W03262,100,14,211,14,47600,238,2/19/2024,15,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,40
W03492,80,1,11,1.25,47600,238,2/19/2024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,169
W03157,100,1,37,1,41000,205,2/27/2024,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,63
W03440,360,3,27,0.83,41000,205,2/27/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,3
W03369,300,1,9,0.33,41000,205,2/27/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
W03617,600,15,63,2.5,41000,205,2/27/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,115
W02672,500,36,70,7.2,41000,205,2/27/2024,2,0,0,0,0,0.01,0.04,0,0,0.004,0,0.006,0,0,0,0,0,0,0,0.012,0,45
W03661,10,1,15,10,41000,205,2/27/2024,15,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,191
W03315,1000,11,19,1.1,41000,205,2/27/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,134
W03232,500,18,11,3.6,41000,205,2/27/2024,1,0,0,0,0,0,0,0,0,0.004,0.002,0,0,0,0,0,0,0,0,0.022,0.004,103
W03090,100,2,30,2,41000,205,2/27/2024,15,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W03380,126,5,21,3.97,41000,205,2/27/2024,4,0.0159,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
W03499,40,1,5,2.5,41000,205,2/27/2024,5,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
W03495,40,1,37,2.5,41000,205,2/27/2024,37,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,112
W03246,402,23,504,5.72,41000,205,2/27/2024,22,0.0224,0,0,0,0.02,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,15
W03484,12,4,69,33.33,41000,205,2/27/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,192
W03175,50,2,13,4,41000,205,2/27/2024,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193
W03057,100,4,126,4,41000,205,2/27/2024,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,67
W03157,100,1,37,1,41000,205,2/27/2024,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,63
W03440,360,3,27,0.83,41000,205,2/27/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,3
W03369,300,1,9,0.33,41000,205,2/27/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
W03617,600,15,63,2.5,41000,205,2/27/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,115
W02672,500,36,70,7.2,41000,205,2/27/2024,2,0,0,0,0,0.01,0.04,0,0,0.004,0,0.006,0,0,0,0,0,0,0,0.012,0,45
W03661,10,1,15,10,41000,205,2/27/2024,15,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,191
W03315,1000,11,19,1.1,41000,205,2/27/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,134
W03232,500,18,11,3.6,41000,205,2/27/2024,1,0,0,0,0,0,0,0,0,0.004,0.002,0,0,0,0,0,0,0,0,0.022,0.004,103
W03090,100,2,30,2,41000,205,2/27/2024,15,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W03380,126,5,21,3.97,41000,205,2/27/2024,4,0.0159,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
W03499,40,1,5,2.5,41000,205,2/27/2024,5,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
W03495,40,1,37,2.5,41000,205,2/27/2024,37,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,112
W03246,402,23,504,5.72,41000,205,2/27/2024,22,0.0224,0,0,0,0.02,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,15
W03484,12,4,69,33.33,41000,205,2/27/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,192
W03175,50,2,13,4,41000,205,2/27/2024,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193
W03057,100,4,126,4,41000,205,2/27/2024,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,67
W03440,360,1,9,0.28,41000,205,3/5/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,3
W03454,1000,21,36,2.1,41000,205,3/5/2024,2,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,134
W03599,20,1,50,5,41000,205,3/5/2024,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,154
W03502,85,3,39,3.53,41000,205,3/5/2024,13,0.0118,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
W03246,402,29,635,7.21,41000,205,3/5/2024,22,0.0622,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
W03106,70,4,66,5.71,41000,205,3/5/2024,17,0,0,0,0,0,0,0.0143,0,0,0,0,0,0,0,0.0286,0,0,0,0.0143,0,120
W03611-01,360,9,35,2.5,41000,205,3/5/2024,4,0.0056,0,0,0,0,0,0,0,0.0028,0,0,0,0,0.0056,0,0,0,0,0.0083,0,100
W03368-01,52,2,7,3.85,41000,205,3/5/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385,194
W03279,100,5,83,5,41000,205,3/5/2024,17,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
W03058,100,3,95,3,41000,205,3/5/2024,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,67
W03157,100,14,519,14,33000,165,3/12/2024,37,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
W03210,100,3,47,3,33000,165,3/12/2024,16,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
W02577,180,1,12,0.56,33000,165,3/12/2024,12,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
W03440,360,1,9,0.28,33000,165,3/12/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0,3
W03295,500,6,12,1.2,33000,165,3/12/2024,2,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.008,0,45
W03790,50,5,126,10,33000,165,3/12/2024,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,195
W03599,20,1,50,5,33000,165,3/12/2024,50,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,154
W03509,40,1,53,2.5,33000,165,3/12/2024,53,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
W03651,30,11,35,36.67,33000,165,3/12/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.2667,0,196
W03106,70,1,17,1.43,33000,165,3/12/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
W03233,25,2,24,8,33000,165,3/12/2024,12,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0,0,0,0,0,16
W03611-01,360,61,235,16.94,33000,165,3/12/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694,0,0,0,0.0944,0,100
W03487-01,96,4,65,4.17,33000,165,3/12/2024,16,0,0,0,0,0,0,0,0.0104,0,0,0,0,0,0,0.0208,0,0,0,0,0,122
W03157,100,14,519,14,33000,165,3/12/2024,37,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
W03210,100,3,47,3,33000,165,3/12/2024,16,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
W02577,180,1,12,0.56,33000,165,3/12/2024,12,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
W03440,360,1,9,0.28,33000,165,3/12/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0,3
W03295,500,6,12,1.2,33000,165,3/12/2024,2,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.008,0,45
W03790,50,5,126,10,33000,165,3/12/2024,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,195
W03599,20,1,50,5,33000,165,3/12/2024,50,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,154
W03509,40,1,53,2.5,33000,165,3/12/2024,53,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
W03651,30,11,35,36.67,33000,165,3/12/2024,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2667,0,196
W03106,70,1,17,1.43,33000,165,3/12/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143,0,0,0,0,0,120
W03233,25,2,24,8,33000,165,3/12/2024,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,16
W03611-01,360,61,235,16.94,33000,165,3/12/2024,4,0.0694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944,0,100
W03487-01,96,4,65,4.17,33000,165,3/12/2024,16,0.0208,0,0,0,0,0,0,0.0104,0,0,0,0,0,0,0,0,0,0,0.0104,0,122
W02577,180,2,25,1.11,30400,152,3/19/2024,12,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
W03440,360,3,27,0.83,30400,152,3/19/2024,9,0.0028,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
W03593,1000,35,60,3.5,30400,152,3/19/2024,2,0,0,0,0,0,0.01,0,0,0,0.004,0,0,0,0,0,0,0,0,0.001,0.02,69
W03670,56,3,3,5.36,30400,152,3/19/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536,197
W03637,100,1,3,1,30400,152,3/19/2024,3,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,11
W03306,56,2,6,3.57,30400,152,3/19/2024,3,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
W03502,85,1,13,1.18,30400,152,3/19/2024,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118,0,118
W03467,5,2,332,40,30400,152,3/19/2024,166,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,198
W03706,500,5,14,1,30400,152,3/19/2024,3,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
W03245,201,1,22,0.5,30400,152,3/19/2024,22,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
W03633-01,26,2,9,7.69,30400,152,3/19/2024,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769,199
W03279,100,5,83,5,30400,152,3/19/2024,17,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,88
W03487-01,96,6,98,6.25,30400,152,3/19/2024,16,0,0,0,0,0,0,0,0,0.0104,0,0,0,0,0,0,0,0,0,0.0521,0,122
W02577,180,10,123,5.56,33600,168,4/1/2024,12,0.0167,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0.0278,0,0,0,0,0,54
W02797,180,1,7,0.56,33600,168,4/1/2024,7,0,0,0,0,0,0,0,0,0.0056,0,0,0,0,0,0,0,0,0,0,0,39
W03895,300,2,39,0.67,33600,168,4/1/2024,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,0,200
W03594,1000,7,12,0.7,33600,168,4/1/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,69
W03807,100,2,5,2,33600,168,4/1/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,201
W03645,300,3,8,1,33600,168,4/1/2024,3,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0,202
W03516,80,10,320,12.5,33600,168,4/1/2024,32,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
W03513,125,4,51,3.2,33600,168,4/1/2024,13,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,137
W03512,100,5,57,5,33600,168,4/1/2024,11,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,203
W03236,30,1,3,3.33,33600,168,4/1/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333,0,48
W03621-01,72,1,16,1.39,33600,168,4/1/2024,16,0,0,0,0,0,0,0,0,0,0,0.0139,0,0,0,0,0,0,0,0,0,122
W03158,100,1,37,1,34400,172,4/2/2024,37,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
W02790,120,3,27,2.5,34400,172,4/2/2024,9,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167,0,0,0,20
W03773,3000,15,26,0.5,34400,172,4/2/2024,2,0,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0.0003,0.0013,69
W03722,100,3,53,3,34400,172,4/2/2024,18,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,77
W03663,1000,1,1,0.1,34400,172,4/2/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
W03699,100,1,15,1,34400,172,4/2/2024,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,40
W03516,80,6,192,7.5,34400,172,4/2/2024,32,0.0625,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,124
W03515,80,10,106,12.5,34400,172,4/2/2024,11,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.025,0,169
W03513,125,5,64,4,34400,172,4/2/2024,13,0,0,0,0,0,0,0,0.008,0,0,0.024,0,0,0,0,0,0,0,0,0,137
W03522,40,1,5,2.5,34400,172,4/2/2024,5,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,171
W03245,201,6,131,2.99,34400,172,4/2/2024,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0149,0,0,15
W03611-01,360,23,89,6.39,34400,172,4/2/2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167,0.0472,100
W03590-01,108,1,16,0.93,34400,172,4/2/2024,16,0,0,0,0,0,0,0.0093,0,0,0,0,0,0,0,0,0,0,0,0,0,122
W03773,3000,5,9,0.17,25000,125,4/9/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,69
W03807,100,6,16,6,25000,125,4/9/2024,3,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,201
W02283,6,1,59,16.67,25000,125,4/9/2024,59,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,204
W03906,24,4,1,16.67,25000,125,4/9/2024,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,205
W03813,45,1,29,2.22,25000,125,4/9/2024,29,0,0,0,0,0,0,0,0,0.0222,0,0,0,0,0,0,0,0,0,0,0,206
W03904,250,3,50,1.2,25000,125,4/9/2024,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0.004,0,189
W03646,1000,5,8,0.5,25000,125,4/9/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,14
